#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.3866311219280175e-13
-0.0100359636469511 , 2.7662499822e-12
-0.00890077150485 , 6.40475059984e-12
-0.00774608518055 , 1.00432512175e-11
-0.006571905619930001 , 1.36817518351e-11
-0.00537823379796 , 1.73202524528e-11
-0.00416507064598 , 2.09587530704e-11
-0.0029324171098400005 , 2.45972536881e-11
-0.0016802741936400006 , 2.82357543057e-11
0.49 , 6.23e-10
0.99 , 9.44e-10
1.34 , 1.12e-09
1.99 , 1.4e-09
2.49 , 1.59e-09
2.99 , 1.76e-09
3.49 , 1.92e-09
3.99 , 2.06e-09
