#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.8043672887085753e-10
-1.19 , 2.66496169447e-09
-1.1880521052421 , 2.68260188598e-09
-1.18420528468909 , 2.70024207748e-09
-1.1784614143738998 , 2.71788226899e-09
-1.1708223671862 , 2.7355224605e-09
-1.1612900128507 , 2.75316265201e-09
-1.1498662179633 , 2.77080284352e-09
-1.1365528459841 , 2.78844303503e-09
-0.69 , 3.05e-09
-0.18999999999999995 , 3.22e-09
0.16000000000000014 , 3.31e-09
0.81 , 3.45e-09
1.31 , 3.54e-09
1.81 , 3.63e-09
2.31 , 3.71e-09
2.81 , 3.78e-09
