#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.7721481268160362e-11
-0.8300023423563107 , 8.04625115081e-10
-0.829832682347915 , 8.09971838984e-10
-0.829208124965662 , 8.15318562887e-10
-0.82812924089201 , 8.20665286791e-10
-0.8265965993105799 , 8.26012010694e-10
-0.82461076790612 , 8.31358734598e-10
-0.82217231285002 , 8.36705458501e-10
-0.8192817988512 , 8.42052182405e-10
-0.32999999999999996 , 1.05e-09
0.17000000000000004 , 1.15e-09
0.5200000000000001 , 1.21e-09
1.17 , 1.3e-09
1.67 , 1.36e-09
2.17 , 1.42e-09
2.67 , 1.47e-09
3.17 , 1.52e-09
