#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 4.547955962281945e-12
-1.33557889999793 , 5.56979844094e-10
-1.335189840188835 , 5.62605087198e-10
-1.3340534508970499 , 5.68230330302e-10
-1.33217152575526 , 5.73855573406e-10
-1.32954584889376 , 5.7948081651e-10
-1.3261781950132 , 5.85106059613e-10
-1.32207032945003 , 5.90731302717e-10
-1.31722400824943 , 5.96356545821e-10
-0.8355788999979299 , 7.61e-10
-0.3355788999979299 , 8.47e-10
0.014421100002070197 , 8.95e-10
0.6644211000020701 , 9.72e-10
1.16442110000207 , 1.02e-09
1.66442110000207 , 1.07e-09
2.16442110000207 , 1.11e-09
2.66442110000207 , 1.16e-09
