#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.0395638767877717e-09
-0.610196188106202 , 7.69817544914e-09
-0.6085206882993199 , 7.77515720363e-09
-0.60257962865522 , 7.85213895812e-09
-0.5923752448719 , 7.92912071262e-09
-0.5779097706685 , 8.00610246711e-09
-0.5591854375228 , 8.0830842216e-09
-0.5362044750503 , 8.16006597609e-09
-0.508969110742 , 8.23704773058e-09
-0.10999999999999999 , 8.87e-09
0.39 , 9.34e-09
0.7400000000000001 , 9.6e-09
1.3900000000000001 , 1e-08
1.8900000000000001 , 1.03e-08
2.39 , 1.05e-08
2.89 , 1.07e-08
3.39 , 1.1e-08
