#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.3296171398999184e-17
-0.01 , 1.36371960111e-16
-0.00682992007001 , 5.52969883184e-12
-0.0036313071230000002 , 1.10592612917e-11
-0.00040416293428000016 , 1.65888237516e-11
0.0028515107498999995 , 2.21183862115e-11
0.0061357122124 , 2.76479486714e-11
0.009448439736200001 , 3.31775111312e-11
0.0127896915749 , 3.87070735911e-11
0.49 , 5.79e-10
0.99 , 9.5e-10
1.34 , 1.16e-09
1.99 , 1.5e-09
2.49 , 1.73e-09
2.99 , 1.94e-09
3.49 , 2.13e-09
3.99 , 2.31e-09
