#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.0905143763155394e-14
-0.003454999998212 , 8.71618961211e-13
-0.0019438082817919999 , 6.16908851291e-12
-0.00042210577521199994 , 1.14665580646e-11
0.001110107521528 , 1.67640276163e-11
0.002652830793518 , 2.2061497168e-11
0.004206064040768001 , 2.73589667197e-11
0.005769806914028 , 3.26564362714e-11
0.0073440590640880005 , 3.79539058231e-11
0.496545000001788 , 1.02e-09
0.996545000001788 , 1.62e-09
1.346545000001788 , 1.97e-09
1.996545000001788 , 2.51e-09
2.496545000001788 , 2.88e-09
2.996545000001788 , 3.21e-09
3.496545000001788 , 3.51e-09
3.996545000001788 , 3.79e-09
