#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 9.000689670221924e-11
-0.33 , 9.40944378865e-10
-0.32884682084667 , 9.50375619039e-10
-0.32592760475934 , 9.59806859213e-10
-0.32124522801867 , 9.69238099387e-10
-0.31480255908 , 9.78669339561e-10
-0.3066024586061 , 9.88100579734e-10
-0.2966477795035 , 9.97531819908e-10
-0.284941366952 , 1.00696306008e-09
0.16999999999999998 , 1.16e-09
0.6699999999999999 , 1.25e-09
1.02 , 1.3e-09
1.67 , 1.38e-09
2.17 , 1.44e-09
2.67 , 1.48e-09
3.17 , 1.53e-09
3.67 , 1.57e-09
