#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.690865442553296e-11
-0.06995456969190851 , 1.26526902622e-09
-0.06652699947910001 , 1.30398789509e-09
-0.057684035120800004 , 1.34270676396e-09
-0.043432485981900006 , 1.38142563283e-09
-0.023779146919300005 , 1.4201445017e-09
0.00126920163859999 , 1.45886337057e-09
0.031705793641 , 1.49758223944e-09
0.06752387743399998 , 1.5363011083e-09
0.43 , 1.78e-09
0.9299999999999999 , 1.99e-09
1.28 , 2.11e-09
1.93 , 2.29e-09
2.43 , 2.42e-09
2.93 , 2.53e-09
3.43 , 2.63e-09
3.93 , 2.72e-09
