#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 6.604918344798727e-10
-1.339967146839481 , 3.97920463249e-09
-1.3395335687781331 , 3.98824408742e-09
-1.33877619631297 , 3.99728354235e-09
-1.33769513701904 , 4.00632299729e-09
-1.33629049837677 , 4.01536245222e-09
-1.3345623878302302 , 4.02440190716e-09
-1.33251091276528 , 4.03344136209e-09
-1.33013618048048 , 4.04248081703e-09
-0.8400000000000001 , 4.46e-09
-0.3400000000000001 , 4.66e-09
0.010000000000000009 , 4.77e-09
0.6599999999999999 , 4.95e-09
1.16 , 5.06e-09
1.66 , 5.17e-09
2.16 , 5.27e-09
2.66 , 5.36e-09
