#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 2.215015283665304e-17
-0.000409775646403 , 3.04449482019e-16
0.005701957634304 , 5.44705519349e-12
0.012089212832554 , 1.08938059375e-11
0.018751742791254 , 1.63405566815e-11
0.025689300819054 , 2.17873074255e-11
0.032901640719454 , 2.72340581695e-11
0.040388516790654 , 3.26808089135e-11
0.048149683832854 , 3.81275596575e-11
0.499798699995154 , 2.27e-10
0.999798699995154 , 3.54e-10
1.3497986999951541 , 4.26e-10
1.999798699995154 , 5.41e-10
2.499798699995154 , 6.17e-10
2.999798699995154 , 6.87e-10
3.499798699995154 , 7.52e-10
3.999798699995154 , 8.13e-10
