#delta(loglike), fluxes [ph/cm^2/s]
0.0 , 1e-25
0.0 , 1.900332560380259e-14
-0.009945281258988 , 1.31360047611e-13
-0.0080419188214 , 1.02820153357e-12
-0.00611677454959 , 1.92504301952e-12
-0.00416985826247 , 2.82188450548e-12
-0.0022011797971200004 , 3.71872599143e-12
-0.00021074895427 , 4.61556747739e-12
0.0018014244581 , 5.51240896335e-12
0.0038353306538 , 6.4092504493e-12
0.49 , 1.27e-10
0.99 , 2.02e-10
1.34 , 2.45e-10
1.99 , 3.13e-10
2.49 , 3.6e-10
2.99 , 4.02e-10
3.49 , 4.42e-10
3.99 , 4.79e-10
