#delta(loglike), fluxes [ph/cm^2/s]
4.28307284892e-05 , 3.14826816705e-13
0.0107061747694 , 2.71203580534e-12
0.0214452762666 , 5.10924479398e-12
0.0322601129592 , 7.50645378262e-12
0.0431506626082 , 9.90366277126e-12
0.0541169029821 , 1.23008717599e-11
0.0651588118635 , 1.46980807485e-11
0.0762763670427 , 1.70952897372e-11
0.5000, 9.79e-11 
1.0000, 1.76e-10 
1.3500, 2.24e-10 
2.0000, 3.04e-10 
2.5000, 3.59e-10 
3.0000, 4.10e-10 
3.5000, 4.58e-10 
4.0000, 5.03e-10 
