#delta(loglike), fluxes [ph/cm^2/s]
-2.16768821701e-05 , 6.23188031844e-09
0.000362948863767 , 6.31166806552e-09
0.00193338515237 , 6.39145581259e-09
0.00468945701141 , 6.47124355967e-09
0.00863099028356 , 6.55103130675e-09
0.0137578102294 , 6.63081905383e-09
0.0200697424589 , 6.7106068009e-09
0.0275666125817 , 6.79039454798e-09
0.5000, 8.51e-09 
1.0000, 9.43e-09 
1.3500, 9.94e-09 
2.0000, 1.07e-08 
2.5000, 1.13e-08 
3.0000, 1.17e-08 
3.5000, 1.22e-08 
4.0000, 1.26e-08 
